id,text,lang,label
sample_00059,"D'apres le rapport annuel, la consommation d'energie du secteur a diminue de 2 % cette annee selon les auteurs.",fr,0
sample_00060,"Selon les chiffres officiels, les donnees suggerent une correlation, sans prouver de lien de cause a effet, sous reserve de confirmation.",fr,0
sample_00061,"L'OMS rappelle que les temperatures moyennes ont augmente de 1,4 degre depuis 1900, sous reserve de confirmation.",fr,0
sample_00062,BREAKING : ce simple aliment fait fondre la graisse instantanement sans effort - partagez en masse !!,fr,1
sample_00063,"PARTAGEZ avant suppression !! un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux la verite eclate ENFIN",fr,1
sample_00064,"L'OMS rappelle que des resultats preliminaires montrent une tendance, encore a verifier indiquent les chercheurs.",fr,0
sample_00065,"INCROYABLE !! boire ce melange chaque matin guerit le cancer, big pharma le cache la verite eclate ENFIN",fr,1
sample_00066,"PARTAGEZ avant suppression !! boire ce melange chaque matin guerit le cancer, big pharma le cache",fr,1
sample_00067,"L'OMS rappelle que des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00068,"Ils ne veulent pas que vous le sachiez : ils vont couper internet la semaine prochaine, preparez-vous !! Reveillez-vous !",fr,1
sample_00069,Le ministere a annonce que la consommation d'energie du secteur a diminue de 2 % cette annee indiquent les chercheurs.,fr,0
sample_00070,"BREAKING : ils vont couper internet la semaine prochaine, preparez-vous",fr,1
sample_00071,"Ils ne veulent pas que vous le sachiez : ils vont couper internet la semaine prochaine, preparez-vous (100% verifie)",fr,1
sample_00072,Official figures show inflation settled at 2.1 percent over the past year.,en,0
sample_00073,L'OMS rappelle que la frequentation des transports a progresse de 3 % au premier trimestre.,fr,0
sample_00074,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00075,SCANDALE : le gouvernement prepare en secret une loi pour confisquer vos economies - partagez en masse !!,fr,1
sample_00076,"D'apres une etude publiee dans Nature, la consommation d'energie du secteur a diminue de 2 % cette annee.",fr,0
sample_00077,L'OMS rappelle que la consommation d'energie du secteur a diminue de 2 % cette annee indiquent les chercheurs.,fr,0
sample_00078,URGENT they will shut down the internet next week prepare yourself NOW!!,en,1
sample_00079,On vous CACHE la verite : une elite mondiale controle la meteo pour ruiner les agriculteurs avant qu'il ne soit trop tard,fr,1
sample_00080,"D'apres le rapport annuel, la consommation d'energie du secteur a diminue de 2 % cette annee indiquent les chercheurs.",fr,0
sample_00081,"des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00082,"Selon les chiffres officiels, des resultats preliminaires montrent une tendance, encore a verifier indiquent les chercheurs.",fr,0
sample_00083,le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.,fr,0
sample_00084,"Le ministere a annonce que les temperatures moyennes ont augmente de 1,4 degre depuis 1900 indiquent les chercheurs.",fr,0
sample_00085,"Selon les chiffres officiels, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, precise le communique.",fr,0
sample_00086,Le ministere a annonce que la consommation d'energie du secteur a diminue de 2 % cette annee indiquent les chercheurs.,fr,0
sample_00087,Ils ne veulent pas que vous le sachiez : cette decouverte va changer le monde mais on l'etouffe deja !!!,fr,1
sample_00088,"D'apres une etude publiee dans Nature, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier indiquent les chercheurs.",fr,0
sample_00089,"Le ministere a annonce que l'efficacite du traitement reste a confirmer par des essais complementaires, precise le communique.",fr,0
sample_00090,"Le ministere a annonce que les donnees suggerent une correlation, sans prouver de lien de cause a effet, sous reserve de confirmation.",fr,0
sample_00091,"L'OMS rappelle que des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00092,"ils vont couper internet la semaine prochaine, preparez-vous !! Reveillez-vous !",fr,1
sample_00093,"Le ministere a annonce que la frequentation des transports a progresse de 3 % au premier trimestre, sous reserve de confirmation.",fr,0
sample_00094,The ministry announced a 3 percent increase in public transport ridership.,en,0
sample_00095,"les vaccins contiennent des puces 5G, la preuve enfin reveleee",fr,1
sample_00096,"D'apres le rapport annuel, la consommation d'energie du secteur a diminue de 2 % cette annee indiquent les chercheurs.",fr,0
sample_00097,URGENT !!! le gouvernement prepare en secret une loi pour confisquer vos economies,fr,1
sample_00098,"Selon les chiffres officiels, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, sous reserve de confirmation.",fr,0
sample_00099,"ATTENTION : ils vont couper internet la semaine prochaine, preparez-vous !!!",fr,1
sample_00100,l'efficacite du traitement reste a confirmer par des essais complementaires.,fr,0
sample_00101,ATTENTION : cette decouverte va changer le monde mais on l'etouffe deja,fr,1
sample_00102,"On vous CACHE la verite : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux !! Reveillez-vous !",fr,1
sample_00103,INCROYABLE !! cette decouverte va changer le monde mais on l'etouffe deja (100% verifie),fr,1
sample_00104,The ministry announced a 3 percent increase in public transport ridership.,en,0
sample_00105,Une enquete de Le Monde indique que la consommation d'energie du secteur a diminue de 2 % cette annee selon les auteurs.,fr,0
sample_00106,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00107,"Selon les chiffres officiels, la frequentation des transports a progresse de 3 % au premier trimestre selon les auteurs.",fr,0
sample_00108,L'OMS rappelle que la consommation d'energie du secteur a diminue de 2 % cette annee indiquent les chercheurs.,fr,0
sample_00109,"Une enquete de Le Monde indique que les temperatures moyennes ont augmente de 1,4 degre depuis 1900, precise le communique.",fr,0
sample_00110,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00111,SCANDALE : une elite mondiale controle la meteo pour ruiner les agriculteurs la verite eclate ENFIN,fr,1
sample_00112,"L'OMS rappelle que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier selon les auteurs.",fr,0
sample_00113,Ils ne veulent pas que vous le sachiez : ce simple aliment fait fondre la graisse instantanement sans effort,fr,1
sample_00114,"Selon l'INSEE, les temperatures moyennes ont augmente de 1,4 degre depuis 1900, sous reserve de confirmation.",fr,0
sample_00115,"Selon les chiffres officiels, les temperatures moyennes ont augmente de 1,4 degre depuis 1900, sous reserve de confirmation.",fr,0
sample_00116,On vous CACHE la verite : cette decouverte va changer le monde mais on l'etouffe deja - partagez en masse !!,fr,1
sample_00117,ATTENTION : une elite mondiale controle la meteo pour ruiner les agriculteurs la verite eclate ENFIN,fr,1
sample_00118,"Selon les chiffres officiels, la frequentation des transports a progresse de 3 % au premier trimestre.",fr,0
sample_00119,"SCANDALE : les vaccins contiennent des puces 5G, la preuve enfin reveleee !!!",fr,1
sample_00120,"L'OMS rappelle que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier, sous reserve de confirmation.",fr,0
sample_00121,URGENT they will shut down the internet next week prepare yourself NOW!!,en,1
sample_00122,On vous CACHE la verite : le gouvernement prepare en secret une loi pour confisquer vos economies - partagez en masse !!,fr,1
sample_00123,"Le ministere a annonce que les temperatures moyennes ont augmente de 1,4 degre depuis 1900, sous reserve de confirmation.",fr,0
sample_00124,URGENT !!! une elite mondiale controle la meteo pour ruiner les agriculteurs la verite eclate ENFIN,fr,1
sample_00125,"Le ministere a annonce que l'efficacite du traitement reste a confirmer par des essais complementaires, precise le communique.",fr,0
sample_00126,URGENT !!! ce simple aliment fait fondre la graisse instantanement sans effort,fr,1
sample_00127,SCANDALE : le gouvernement prepare en secret une loi pour confisquer vos economies avant qu'il ne soit trop tard,fr,1
sample_00128,"On vous CACHE la verite : boire ce melange chaque matin guerit le cancer, big pharma le cache - partagez en masse !!",fr,1
sample_00129,"URGENT !!! boire ce melange chaque matin guerit le cancer, big pharma le cache avant qu'il ne soit trop tard",fr,1
sample_00130,"D'apres le rapport annuel, le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier, sous reserve de confirmation.",fr,0
sample_00131,"D'apres le rapport annuel, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.",fr,0
sample_00132,"boire ce melange chaque matin guerit le cancer, big pharma le cache (100% verifie)",fr,1
sample_00133,Une enquete de Le Monde indique que le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.,fr,0
sample_00134,"D'apres une etude publiee dans Nature, les temperatures moyennes ont augmente de 1,4 degre depuis 1900 indiquent les chercheurs.",fr,0
sample_00135,"SCANDALE : les vaccins contiennent des puces 5G, la preuve enfin reveleee la verite eclate ENFIN",fr,1
sample_00136,PARTAGEZ avant suppression !! une elite mondiale controle la meteo pour ruiner les agriculteurs (100% verifie),fr,1
sample_00137,PARTAGEZ avant suppression !! ce simple aliment fait fondre la graisse instantanement sans effort !! Reveillez-vous !,fr,1
sample_00138,"100% PROVEN: vaccines contain microchips, finally the evidence revealed share!!",en,1
sample_00139,ATTENTION : cette decouverte va changer le monde mais on l'etouffe deja la verite eclate ENFIN,fr,1
sample_00140,"L'OMS rappelle que des resultats preliminaires montrent une tendance, encore a verifier, sous reserve de confirmation.",fr,0
sample_00141,"INCROYABLE !! les vaccins contiennent des puces 5G, la preuve enfin reveleee (100% verifie)",fr,1
sample_00142,"Une enquete de Le Monde indique que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier selon les auteurs.",fr,0
sample_00143,"D'apres le rapport annuel, les donnees suggerent une correlation, sans prouver de lien de cause a effet.",fr,0
sample_00144,"According to the WHO, the new guidelines recommend annual screening for adults.",en,0
sample_00145,"INCROYABLE !! boire ce melange chaque matin guerit le cancer, big pharma le cache !! Reveillez-vous !",fr,1
sample_00146,"D'apres une etude publiee dans Nature, des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00147,"100% PROVEN: vaccines contain microchips, finally the evidence revealed share!!",en,1
sample_00148,On vous CACHE la verite : le gouvernement prepare en secret une loi pour confisquer vos economies !!!,fr,1
sample_00149,"Une enquete de Le Monde indique que les donnees suggerent une correlation, sans prouver de lien de cause a effet, precise le communique.",fr,0
sample_00150,"D'apres le rapport annuel, les temperatures moyennes ont augmente de 1,4 degre depuis 1900 selon les auteurs.",fr,0
sample_00151,"ATTENTION : les vaccins contiennent des puces 5G, la preuve enfin reveleee",fr,1
sample_00152,"Une enquete de Le Monde indique que le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, sous reserve de confirmation.",fr,0
sample_00153,BREAKING : cette decouverte va changer le monde mais on l'etouffe deja (100% verifie),fr,1
sample_00154,URGENT they will shut down the internet next week prepare yourself NOW!!,en,1
sample_00155,"Selon l'INSEE, les donnees suggerent une correlation, sans prouver de lien de cause a effet.",fr,0
sample_00156,They are HIDING the truth: this miracle drink melts fat overnight no effort,en,1
sample_00157,"Le ministere a annonce que le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, precise le communique.",fr,0
sample_00158,"Le ministere a annonce que des resultats preliminaires montrent une tendance, encore a verifier indiquent les chercheurs.",fr,0
sample_00159,"Ils ne veulent pas que vous le sachiez : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux (100% verifie)",fr,1
sample_00160,INCROYABLE !! ce simple aliment fait fondre la graisse instantanement sans effort la verite eclate ENFIN,fr,1
sample_00161,"INCROYABLE !! les vaccins contiennent des puces 5G, la preuve enfin reveleee !!!",fr,1
sample_00162,"D'apres le rapport annuel, la consommation d'energie du secteur a diminue de 2 % cette annee.",fr,0
sample_00163,"D'apres le rapport annuel, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, sous reserve de confirmation.",fr,0
sample_00164,"Selon les chiffres officiels, des resultats preliminaires montrent une tendance, encore a verifier selon les auteurs.",fr,0
sample_00165,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00166,"la frequentation des transports a progresse de 3 % au premier trimestre, precise le communique.",fr,0
sample_00167,INCROYABLE !! ce simple aliment fait fondre la graisse instantanement sans effort !! Reveillez-vous !,fr,1
sample_00168,On vous CACHE la verite : le gouvernement prepare en secret une loi pour confisquer vos economies avant qu'il ne soit trop tard,fr,1
sample_00169,"URGENT !!! les vaccins contiennent des puces 5G, la preuve enfin reveleee - partagez en masse !!",fr,1
sample_00170,"SCANDALE : boire ce melange chaque matin guerit le cancer, big pharma le cache !! Reveillez-vous !",fr,1
sample_00171,URGENT !!! ce simple aliment fait fondre la graisse instantanement sans effort !!!,fr,1
sample_00172,une elite mondiale controle la meteo pour ruiner les agriculteurs - partagez en masse !!,fr,1
sample_00173,"Selon les chiffres officiels, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, sous reserve de confirmation.",fr,0
sample_00174,"D'apres une etude publiee dans Nature, l'efficacite du traitement reste a confirmer par des essais complementaires, sous reserve de confirmation.",fr,0
sample_00175,"Le ministere a annonce que des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00176,"URGENT !!! boire ce melange chaque matin guerit le cancer, big pharma le cache !!!",fr,1
sample_00177,"Selon les chiffres officiels, les donnees suggerent une correlation, sans prouver de lien de cause a effet, precise le communique.",fr,0
sample_00178,cette decouverte va changer le monde mais on l'etouffe deja - partagez en masse !!,fr,1
sample_00179,"SCANDALE : ils vont couper internet la semaine prochaine, preparez-vous - partagez en masse !!",fr,1
sample_00180,"D'apres le rapport annuel, les temperatures moyennes ont augmente de 1,4 degre depuis 1900 selon les auteurs.",fr,0
sample_00181,ce simple aliment fait fondre la graisse instantanement sans effort !! Reveillez-vous !,fr,1
sample_00182,"D'apres une etude publiee dans Nature, la consommation d'energie du secteur a diminue de 2 % cette annee selon les auteurs.",fr,0
sample_00183,"Selon les chiffres officiels, le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier.",fr,0
sample_00184,"Selon les chiffres officiels, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.",fr,0
sample_00185,PARTAGEZ avant suppression !! cette decouverte va changer le monde mais on l'etouffe deja la verite eclate ENFIN,fr,1
sample_00186,"Une enquete de Le Monde indique que des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00187,cette decouverte va changer le monde mais on l'etouffe deja - partagez en masse !!,fr,1
sample_00188,ATTENTION : cette decouverte va changer le monde mais on l'etouffe deja,fr,1
sample_00189,"Selon les chiffres officiels, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier.",fr,0
sample_00190,"URGENT !!! boire ce melange chaque matin guerit le cancer, big pharma le cache",fr,1
sample_00191,"ils vont couper internet la semaine prochaine, preparez-vous",fr,1
sample_00192,"Le ministere a annonce que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier.",fr,0
sample_00193,L'OMS rappelle que l'efficacite du traitement reste a confirmer par des essais complementaires.,fr,0
sample_00194,SCANDALE : cette decouverte va changer le monde mais on l'etouffe deja !!!,fr,1
sample_00195,"les temperatures moyennes ont augmente de 1,4 degre depuis 1900, precise le communique.",fr,0
sample_00196,INCROYABLE !! le gouvernement prepare en secret une loi pour confisquer vos economies !!!,fr,1
sample_00197,The ministry announced a 3 percent increase in public transport ridership.,en,0
sample_00198,BREAKING : le gouvernement prepare en secret une loi pour confisquer vos economies la verite eclate ENFIN,fr,1
sample_00199,URGENT they will shut down the internet next week prepare yourself NOW!!,en,1
sample_00200,"INCROYABLE !! les vaccins contiennent des puces 5G, la preuve enfin reveleee !!!",fr,1
sample_00201,"ATTENTION : un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux",fr,1
sample_00202,Researchers note a correlation but caution it does not prove causation.,en,0
sample_00203,"ATTENTION : les vaccins contiennent des puces 5G, la preuve enfin reveleee - partagez en masse !!",fr,1
sample_00204,URGENT !!! le gouvernement prepare en secret une loi pour confisquer vos economies !! Reveillez-vous !,fr,1
sample_00205,"Selon l'INSEE, l'efficacite du traitement reste a confirmer par des essais complementaires, sous reserve de confirmation.",fr,0
sample_00206,"Une enquete de Le Monde indique que des resultats preliminaires montrent une tendance, encore a verifier, sous reserve de confirmation.",fr,0
sample_00207,"D'apres le rapport annuel, les donnees suggerent une correlation, sans prouver de lien de cause a effet, sous reserve de confirmation.",fr,0
sample_00208,A study in Nature reports a 1.4 C rise in average temperatures since 1900.,en,0
sample_00209,URGENT they will shut down the internet next week prepare yourself NOW!!,en,1
sample_00210,On vous CACHE la verite : cette decouverte va changer le monde mais on l'etouffe deja la verite eclate ENFIN,fr,1
sample_00211,"Une enquete de Le Monde indique que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier.",fr,0
sample_00212,"SCANDALE : ils vont couper internet la semaine prochaine, preparez-vous avant qu'il ne soit trop tard",fr,1
sample_00213,"D'apres une etude publiee dans Nature, la consommation d'energie du secteur a diminue de 2 % cette annee.",fr,0
sample_00214,"SCANDALE : boire ce melange chaque matin guerit le cancer, big pharma le cache avant qu'il ne soit trop tard",fr,1
sample_00215,SCANDALE : le gouvernement prepare en secret une loi pour confisquer vos economies !!!,fr,1
sample_00216,"L'OMS rappelle que la frequentation des transports a progresse de 3 % au premier trimestre, sous reserve de confirmation.",fr,0
sample_00217,"Selon les chiffres officiels, la frequentation des transports a progresse de 3 % au premier trimestre.",fr,0
sample_00218,"Selon l'INSEE, le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier, precise le communique.",fr,0
sample_00219,"According to the WHO, the new guidelines recommend annual screening for adults.",en,0
sample_00220,Le ministere a annonce que le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier selon les auteurs.,fr,0
sample_00221,"Selon l'INSEE, l'efficacite du traitement reste a confirmer par des essais complementaires.",fr,0
sample_00222,On vous CACHE la verite : une elite mondiale controle la meteo pour ruiner les agriculteurs avant qu'il ne soit trop tard,fr,1
sample_00223,une elite mondiale controle la meteo pour ruiner les agriculteurs - partagez en masse !!,fr,1
sample_00224,They are HIDING the truth: this miracle drink melts fat overnight no effort,en,1
sample_00225,SCANDALE : le gouvernement prepare en secret une loi pour confisquer vos economies (100% verifie),fr,1
sample_00226,"Selon l'INSEE, le nombre de logements neufs a baisse de 5 % par rapport a l'an dernier, sous reserve de confirmation.",fr,0
sample_00227,The ministry announced a 3 percent increase in public transport ridership.,en,0
sample_00228,They are HIDING the truth: this miracle drink melts fat overnight no effort,en,1
sample_00229,URGENT they will shut down the internet next week prepare yourself NOW!!,en,1
sample_00230,"L'OMS rappelle que le taux d'inflation s'est etabli a 2,1 % sur un an au mois dernier.",fr,0
sample_00231,They are HIDING the truth: this miracle drink melts fat overnight no effort,en,1
sample_00232,"un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux la verite eclate ENFIN",fr,1
sample_00233,They are HIDING the truth: this miracle drink melts fat overnight no effort,en,1
sample_00234,The ministry announced a 3 percent increase in public transport ridership.,en,0
sample_00235,"Selon les chiffres officiels, les temperatures moyennes ont augmente de 1,4 degre depuis 1900 indiquent les chercheurs.",fr,0
sample_00236,la frequentation des transports a progresse de 3 % au premier trimestre selon les auteurs.,fr,0
sample_00237,"Selon l'INSEE, des resultats preliminaires montrent une tendance, encore a verifier selon les auteurs.",fr,0
sample_00238,URGENT !!! le gouvernement prepare en secret une loi pour confisquer vos economies !! Reveillez-vous !,fr,1
sample_00239,Official figures show inflation settled at 2.1 percent over the past year.,en,0
sample_00240,"100% PROVEN: vaccines contain microchips, finally the evidence revealed share!!",en,1
sample_00241,"Une enquete de Le Monde indique que l'efficacite du traitement reste a confirmer par des essais complementaires, precise le communique.",fr,0
sample_00242,"L'OMS rappelle que les temperatures moyennes ont augmente de 1,4 degre depuis 1900, precise le communique.",fr,0
sample_00243,"BREAKING: secret elite controls the weather to destroy farmers, wake up!!",en,1
sample_00244,"URGENT !!! un remede miracle soigne TOUTES les maladies en 24h, les medecins sont furieux la verite eclate ENFIN",fr,1
sample_00245,SHOCKING!!! This one weird trick cures everything doctors HATE it share now!!,en,1
sample_00246,URGENT !!! le gouvernement prepare en secret une loi pour confisquer vos economies,fr,1
sample_00247,"Le ministere a annonce que des resultats preliminaires montrent une tendance, encore a verifier.",fr,0
sample_00248,Une enquete de Le Monde indique que la frequentation des transports a progresse de 3 % au premier trimestre indiquent les chercheurs.,fr,0
sample_00249,SCANDALE : une elite mondiale controle la meteo pour ruiner les agriculteurs avant qu'il ne soit trop tard,fr,1
sample_00250,"Selon les chiffres officiels, l'efficacite du traitement reste a confirmer par des essais complementaires selon les auteurs.",fr,0
sample_00251,"BREAKING: secret elite controls the weather to destroy farmers, wake up!!",en,1
sample_00252,BREAKING : cette decouverte va changer le monde mais on l'etouffe deja avant qu'il ne soit trop tard,fr,1
sample_00253,"D'apres le rapport annuel, les donnees suggerent une correlation, sans prouver de lien de cause a effet.",fr,0
sample_00254,"Selon l'INSEE, des resultats preliminaires montrent une tendance, encore a verifier selon les auteurs.",fr,0
sample_00255,A study in Nature reports a 1.4 C rise in average temperatures since 1900.,en,0
sample_00256,They are HIDING the truth: this miracle drink melts fat overnight no effort,en,1
sample_00257,l'efficacite du traitement reste a confirmer par des essais complementaires selon les auteurs.,fr,0
sample_00258,"ATTENTION : boire ce melange chaque matin guerit le cancer, big pharma le cache avant qu'il ne soit trop tard",fr,1
sample_00259,"D'apres le rapport annuel, l'efficacite du traitement reste a confirmer par des essais complementaires, precise le communique.",fr,0
sample_00260,"ATTENTION : ils vont couper internet la semaine prochaine, preparez-vous !!!",fr,1
sample_00261,"BREAKING : ils vont couper internet la semaine prochaine, preparez-vous la verite eclate ENFIN",fr,1
sample_00262,ATTENTION : ce simple aliment fait fondre la graisse instantanement sans effort !! Reveillez-vous !,fr,1
sample_00263,"L'OMS rappelle que les temperatures moyennes ont augmente de 1,4 degre depuis 1900 indiquent les chercheurs.",fr,0
sample_00264,"Le ministere a annonce que la consommation d'energie du secteur a diminue de 2 % cette annee, sous reserve de confirmation.",fr,0
sample_00265,"BREAKING: secret elite controls the weather to destroy farmers, wake up!!",en,1
